path,label,label_encoded,entropy,fractal_dim,gabor_mean_1,gabor_mean_2,gabor_mean_3,gabor_mean_4,gabor_mean_5,gabor_mean_6,gabor_mean_7,gabor_mean_8,gabor_var_1,gabor_var_2,gabor_var_3,gabor_var_4,gabor_var_5,gabor_var_6,gabor_var_7,gabor_var_8,glcm_contrast,glcm_energy,glcm_homogeneity,hist_bin_0,hist_bin_1,hist_bin_10,hist_bin_11,hist_bin_12,hist_bin_13,hist_bin_14,hist_bin_15,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7,hist_bin_8,hist_bin_9,kurtosis,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,mean,skew,std
C:\new project2\OS Collected Data\Normal\Normal 114.jpg,Normal,1,6.69582672156139,1.48043403881595,35.9597652766385,292.075014560794,21.1478640741972,128.771887066685,28.5113513952044,193.178135849718,20.4542834335957,116.868594733701,4253.453678642,294095.282920343,1547.98696280903,61084.396478861,5694.73052719177,275763.542155407,2187.66227097466,65729.1698947858,0.141105779628028,0.213719998603798,0.95150149238617,0.387039184570312,0.024078369140625,0.0503082275390625,0.06182861328125,0.0444488525390625,0.0279388427734375,0.010711669921875,0.003570556640625,0.022674560546875,0.0287628173828125,0.0425872802734375,0.0181732177734375,0.0332183837890625,0.06805419921875,0.098968505859375,0.07763671875,1.58109200608127,0.05414395,0.1091838,0.08354967,0.2142507,0.5085369,0.4152197,0.140655,0.1442535,0.6520604,0.1883357,86.3493499755859,0.274332591745601,73.1514594065804
C:\new project2\OS Collected Data\Normal\Normal 117.jpg,Normal,1,3.87581096352016,1.43073414181967,32.4821025101639,232.625391143501,8.54076709047219,42.2755956831962,9.90862397927337,54.4446643477449,8.20586184593354,39.3112686772782,8547.90204349549,309019.370455483,372.976260971808,9280.00027105566,1401.40166692382,40407.5233968797,394.831720560026,8716.7106947229,0.0793555813869666,0.500071565916531,0.970028542779448,0.661514282226562,0.0412139892578125,0.0495147705078125,0.0396728515625,0.0206451416015625,0.00543212890625,0.000213623046875,6.103515625e-05,0.02850341796875,0.0161285400390625,0.01898193359375,0.0286102294921875,0.018951416015625,0.02142333984375,0.021392822265625,0.027740478515625,3.29322359150816,0.01321877,0.03185986,0.02112619,0.0679765,0.2256317,0.1881585,0.03803319,0.03502498,0.949976,0.04797945,40.2929840087891,1.37200011288436,64.4604811814975
C:\new project2\OS Collected Data\Normal\Normal 118.jpg,Normal,1,3.42241838170383,1.54564985797714,40.6072164029216,299.544031243095,9.42829704617471,55.6715108023584,10.3646164077824,61.8762411526895,8.88661355952327,55.1909464128108,11297.2482525968,373635.638891548,566.895635207162,20883.7585809043,1665.08903907123,53804.6413559497,428.492474767286,17909.1127766685,0.0928404489859669,0.552939002040921,0.96843742873477,0.726089477539062,0.0142974853515625,0.0301971435546875,0.0645751953125,0.0363922119140625,0.015838623046875,0.0028839111328125,6.103515625e-05,0.0080108642578125,0.00823974609375,0.01690673828125,0.00830078125,0.0103302001953125,0.01531982421875,0.0172119140625,0.0253448486328125,3.22728242010148,0.01424199,0.03152423,0.01770615,0.05640873,0.1904874,0.1377683,0.0265107,0.0335828,0.9674062,0.0483412,43.2923889160156,1.40539584000926,70.0786275694657
C:\new project2\OS Collected Data\Normal\Normal 119.jpg,Normal,1,3.3485962490929,1.47634035332806,24.6708214745939,201.968200290368,7.13098532787049,35.6460453152239,7.75390115023971,43.8782463176529,7.34527722350458,39.0471953311083,3717.2140000393,163576.424505469,219.918284263707,6295.04241621998,783.477014371604,27125.3904765559,225.34508787916,7752.55250296861,0.0545299584294502,0.54782409163837,0.976772874136378,0.725479125976562,0.0117645263671875,0.0303955078125,0.0232086181640625,0.0161590576171875,0.00384521484375,0,6.103515625e-05,0.01483154296875,0.0118408203125,0.0151519775390625,0.029449462890625,0.0217437744140625,0.02020263671875,0.0296783447265625,0.0461883544921875,3.84148571011298,0.006627882,0.02145753,0.01124546,0.04641457,0.1965345,0.1753012,0.02749102,0.02977527,0.9618708,0.03195114,42.8682098388672,1.54750409167012,56.6610374319465
C:\new project2\OS Collected Data\Normal\Normal 12.jpg,Normal,1,6.86700099417186,1.43214571406902,35.1803994204382,284.304328183299,16.7255348545093,106.365391887448,45.9151178016096,342.720500905246,14.4449282615979,84.3503406431082,4538.36157892178,211393.015052429,626.614375608695,31416.866376093,21635.9645054107,680519.768782987,364.542452760768,16336.5539018443,0.149113577109765,0.236807734269367,0.955266719831315,0.402786254882812,0.049285888671875,0.0572662353515625,0.03155517578125,0.02813720703125,0.01483154296875,0.0023193359375,7.62939453125e-05,0.046539306640625,0.0455780029296875,0.0550689697265625,0.0377044677734375,0.03778076171875,0.0601043701171875,0.053955078125,0.0770111083984375,1.83842556557457,0.048163,0.1107405,0.07492892,0.2377998,0.5380804,0.4791631,0.1529632,0.1385591,0.5692166,0.1937059,69.4318084716797,0.537830104590682,67.9422637648711
C:\new project2\OS Collected Data\Normal\Normal 120.jpg,Normal,1,7.20573021969205,1.47382376415414,29.2907262635982,233.935245684925,24.7871942710801,172.645422928992,81.0023135602651,632.785364867552,18.5905184480501,111.370212382615,3009.44552264468,154405.986631487,1236.40142490905,60116.4551303089,56793.6015474143,2148289.53430479,791.638379117411,33600.87346214,0.246088388480392,0.185702853331396,0.937114781824699,0.335433959960938,0.051513671875,0.0526580810546875,0.0757598876953125,0.0638885498046875,0.0276031494140625,0.004241943359375,0.0006103515625,0.06103515625,0.0623016357421875,0.056549072265625,0.0323028564453125,0.050933837890625,0.045013427734375,0.0298004150390625,0.05035400390625,1.70006543705742,0.04457507,0.1056883,0.07035561,0.2489348,0.698779,0.4430675,0.1596172,0.132268,0.4019748,0.1754065,80.5678863525391,0.44468944636729,73.3439902200951
C:\new project2\OS Collected Data\Normal\Normal 124.jpg,Normal,1,6.92863054746514,1.45556223819536,54.2610029110206,438.003532659444,18.8599103809719,127.885698909875,72.5642991687366,552.677743087297,18.5875850362593,125.471549512061,26105.5061476499,747938.631834596,609.36277797326,33801.4199288592,47646.8762216094,1703626.78267078,551.844439587714,28531.8087109579,0.302408028162245,0.204734786138464,0.938644988055475,0.371810913085938,0.045257568359375,0.05694580078125,0.0810546875,0.0507965087890625,0.0237884521484375,0.0071563720703125,0.000701904296875,0.0465087890625,0.0540618896484375,0.0341949462890625,0.0329742431640625,0.05096435546875,0.0542755126953125,0.03533935546875,0.054168701171875,1.64872003624585,0.0354262,0.08594749,0.06285959,0.228581,0.6374885,0.4522782,0.1350314,0.1193595,0.5212714,0.1414438,78.9885711669922,0.418560976463435,74.5242739368314
C:\new project2\OS Collected Data\Normal\Normal 125.jpg,Normal,1,7.0686396012863,1.45073815298505,29.4924012781122,279.815051002727,18.4236621933823,130.617446465488,69.1901419198134,547.713398534851,14.9312643431291,89.6215052114355,3829.09750575601,307713.108507918,949.599828189719,52911.153529558,50559.2527114259,1930251.74426972,456.978197276448,23881.5539708743,0.222940200283545,0.202139669114252,0.944574937731424,0.32452392578125,0.072845458984375,0.065643310546875,0.0595703125,0.0254058837890625,0.0072784423828125,0.002532958984375,0.0001373291015625,0.08843994140625,0.074493408203125,0.0630645751953125,0.0516815185546875,0.0353240966796875,0.0250091552734375,0.046875,0.0571746826171875,1.94584929763694,0.04236564,0.0954214,0.06266429,0.2229652,0.634243,0.4465739,0.1377712,0.1271743,0.5200625,0.1677737,70.7089691162109,0.60299271331818,66.1280668115478
C:\new project2\OS Collected Data\Normal\Normal 126.jpg,Normal,1,7.17180212078184,1.43107390595665,31.2992801824156,263.601890893235,17.146829708771,108.345888431582,52.5981723070123,403.866822910101,17.3727660167019,105.637467119199,3330.7368419297,207498.987215014,596.862338978425,29118.7296449521,30842.1097916014,1247800.20861262,664.777327537878,31403.5297298702,0.179676011029412,0.184405221341438,0.950668811703603,0.330535888671875,0.0378265380859375,0.071136474609375,0.0690765380859375,0.0340576171875,0.017913818359375,0.00225830078125,0.0001983642578125,0.0615386962890625,0.0728302001953125,0.0716705322265625,0.0479888916015625,0.0326385498046875,0.039886474609375,0.06671142578125,0.043731689453125,1.75177296480414,0.04728348,0.1037614,0.07183991,0.2595356,0.6260226,0.4680279,0.1478826,0.1416212,0.4765851,0.1856465,78.2124481201172,0.435353342581704,68.9721176908844
C:\new project2\OS Collected Data\Normal\Normal 127.jpg,Normal,1,7.00704927623027,1.45104625534461,63.3399691726255,502.717063903548,20.5558400085531,124.860769691255,55.6495147770132,414.554730467332,20.7007918224284,131.525764859648,32734.3708714224,1165272.05972022,871.912325951479,39698.7103962043,30375.6310724201,1095447.99132231,777.252332563805,37635.5414313474,0.271919243800461,0.204895677634898,0.942285075044111,0.375778198242188,0.0383758544921875,0.0703277587890625,0.062408447265625,0.0603179931640625,0.019805908203125,0.0038299560546875,0.003387451171875,0.0353851318359375,0.0364837646484375,0.0600128173828125,0.0339202880859375,0.042755126953125,0.0628662109375,0.0392303466796875,0.05511474609375,1.65584893734293,0.06303755,0.1144853,0.07695359,0.243534,0.5832976,0.4565075,0.1442848,0.1437565,0.531791,0.211584,80.2522735595703,0.384658570114114,74.0063722397404
C:\new project2\OS Collected Data\Normal\Normal 128.jpg,Normal,1,7.00704927623027,1.45104625534461,63.3399691726255,502.717063903548,20.5558400085531,124.860769691255,55.6495147770132,414.554730467332,20.7007918224284,131.525764859648,32734.3708714224,1165272.05972022,871.912325951479,39698.7103962043,30375.6310724201,1095447.99132231,777.252332563805,37635.5414313474,0.271919243800461,0.204895677634898,0.942285075044111,0.375778198242188,0.0383758544921875,0.0703277587890625,0.062408447265625,0.0603179931640625,0.019805908203125,0.0038299560546875,0.003387451171875,0.0353851318359375,0.0364837646484375,0.0600128173828125,0.0339202880859375,0.042755126953125,0.0628662109375,0.0392303466796875,0.05511474609375,1.65584893734293,0.06303755,0.1144853,0.07695359,0.243534,0.5832976,0.4565075,0.1442848,0.1437565,0.531791,0.211584,80.2522735595703,0.384658570114114,74.0063722397404
C:\new project2\OS Collected Data\Normal\Normal 129.jpg,Normal,1,6.98098000288472,1.47243501868807,53.1928101890266,396.370082626364,21.038412782456,139.612901384649,60.0374045077441,468.918699068845,18.1248879764075,111.396517494758,22623.1914583812,607674.456436186,956.971916240068,44017.1062197476,33490.8806970097,1356819.78885181,702.889407906156,27670.8641091276,0.262612096309112,0.205545244888376,0.942584602412248,0.3543701171875,0.058929443359375,0.0644683837890625,0.0802764892578125,0.035736083984375,0.018798828125,0.002593994140625,0.0001373291015625,0.06103515625,0.0614013671875,0.0544891357421875,0.0354461669921875,0.042236328125,0.047607421875,0.031005859375,0.0514678955078125,1.75228342355398,0.04733986,0.09866589,0.06747541,0.22259,0.6365032,0.4450583,0.1441726,0.1287885,0.5127242,0.1745083,75.0970611572266,0.501599891096722,71.241532202025
C:\new project2\OS Collected Data\Normal\Normal 13.jpg,Normal,1,6.69586384180327,1.42994476840456,61.0507885616466,511.360941952851,18.183717333698,122.94926636558,63.7533662575456,515.786120892851,17.7770121608525,115.944526752037,38567.1273328526,1379253.77082382,892.583537472394,39593.9307006529,38189.5546084549,1421043.6000538,718.010097268934,35222.8440936782,0.281924410082661,0.244690689988879,0.943446949490581,0.418899536132812,0.0474090576171875,0.06402587890625,0.078094482421875,0.03997802734375,0.0200347900390625,0.00408935546875,0.00445556640625,0.0537567138671875,0.0548858642578125,0.0305328369140625,0.029296875,0.049468994140625,0.045501708984375,0.0206298828125,0.0389404296875,1.86259384022244,0.03782842,0.08638878,0.05377097,0.2116384,0.5961546,0.4201675,0.1255319,0.1142897,0.6004276,0.1488256,71.3641967773438,0.618843549508066,73.9425554628204
C:\new project2\OS Collected Data\Normal\Normal 130.jpg,Normal,1,5.69227761004522,1.4187157637167,49.6789453279573,354.795603661636,15.187673787404,95.0243484873961,26.5652704097574,203.596081815603,13.3482527090238,76.9177122888757,22361.2095535463,600570.808920069,1002.55402630231,37530.9274003975,8647.80854339582,314179.23555866,610.031605838165,21811.9805201401,0.161128907751826,0.337210289108112,0.958620841693499,0.520095825195312,0.04730224609375,0.034881591796875,0.0294189453125,0.0294189453125,0.0206451416015625,0.0075531005859375,0.0004730224609375,0.02996826171875,0.0370941162109375,0.0405426025390625,0.0298004150390625,0.0385589599609375,0.0465087890625,0.0471649169921875,0.0405731201171875,2.4102465635675,0.04337892,0.07718211,0.05956875,0.1686385,0.3725928,0.3125581,0.1027825,0.09548465,0.828903,0.1299776,56.1357421875,0.911846585033738,69.8245778956212
C:\new project2\OS Collected Data\Normal\Normal 131.jpg,Normal,1,6.51298649132046,1.48319456308259,24.4230176676607,181.968722500272,15.2644450731648,93.5001760088958,48.8189500221076,361.979021070004,13.6161142010499,73.7425846679059,2619.78067567461,118438.546730088,461.431058027793,23447.2711277001,30773.2233616256,1149864.16866769,380.244910154028,13788.8576869737,0.17069352833045,0.264459390947479,0.955952882097488,0.409393310546875,0.0786895751953125,0.064056396484375,0.062347412109375,0.0576171875,0.021728515625,0.0054168701171875,0.0004730224609375,0.05743408203125,0.038726806640625,0.030120849609375,0.0238494873046875,0.0241851806640625,0.031280517578125,0.0394134521484375,0.055267333984375,1.73072980845122,0.02854653,0.07263964,0.05599966,0.2312067,0.5112308,0.4206907,0.1438647,0.1332911,0.6675366,0.1221059,71.1434783935547,0.587115266097099,75.6966977428546
C:\new project2\OS Collected Data\Normal\Normal 132.jpg,Normal,1,5.98850206124812,1.52288335931054,38.0773244787067,386.919937137402,11.8143394646474,82.1150287604428,56.1163090504403,456.752924583366,13.0744898289107,91.394788688366,7424.2589033433,482706.080812617,448.720801399789,23384.5122758208,37876.6922051954,1403370.7004973,735.32477771245,33605.8296629833,0.181971342152057,0.407127906063338,0.95446090867924,0.6026611328125,0.033782958984375,0.0398406982421875,0.0424041748046875,0.0240478515625,0.014892578125,0.0075836181640625,0.0014495849609375,0.039337158203125,0.0298614501953125,0.02716064453125,0.030487060546875,0.032012939453125,0.017547607421875,0.0189971923828125,0.037933349609375,3.02674591591672,0.02372998,0.06309947,0.03154003,0.1318993,0.3746167,0.3179495,0.06085614,0.08302116,0.8464583,0.09244446,50.6095275878906,1.23013896663955,67.1300936008995
C:\new project2\OS Collected Data\Normal\Normal 135.jpg,Normal,1,6.59904054509268,1.42266830461158,69.1593783021365,565.04238486835,16.9171222092728,116.849895210198,58.264667622638,472.128414044591,15.1236162545265,95.0582305120566,43092.8613486317,1528515.4773059,869.584648933727,38920.1477454698,35462.7050970987,1251264.88918539,556.149602445712,22734.5191338884,0.289476178032487,0.273584594579545,0.944632850796569,0.456588745117188,0.04632568359375,0.050140380859375,0.0301513671875,0.013946533203125,0.005401611328125,0.0018768310546875,0.004058837890625,0.03765869140625,0.042144775390625,0.031494140625,0.0654144287109375,0.04937744140625,0.0448760986328125,0.0626220703125,0.05792236328125,2.12862879909328,0.04604527,0.09991828,0.05880739,0.2115816,0.5137702,0.4547112,0.1180669,0.1347947,0.6380981,0.1722513,62.3451232910156,0.696528357769738,65.0118376930557
C:\new project2\OS Collected Data\Normal\Normal 136.jpg,Normal,1,6.95002795497921,1.43797865884984,34.8148799924956,306.23209008066,19.9148549880263,130.59625460098,64.3975126034944,502.32724081649,18.0118760615944,110.151703547712,5516.92313999073,322351.362345134,746.658142618609,38567.2575350061,38369.3769302525,1478546.12784815,667.519290849617,28630.0929628636,0.210168399774125,0.207351280145041,0.946133427247533,0.359954833984375,0.0584716796875,0.0653839111328125,0.070709228515625,0.0640411376953125,0.0233154296875,0.005767822265625,0.0004119873046875,0.0505523681640625,0.0384979248046875,0.0408172607421875,0.0314483642578125,0.04364013671875,0.0539703369140625,0.041473388671875,0.051544189453125,1.59870236815218,0.04964161,0.09892949,0.07185093,0.250552,0.6298848,0.4549127,0.1479557,0.1274337,0.4927764,0.1874848,80.008056640625,0.386696787432926,75.083860722087
C:\new project2\OS Collected Data\Normal\Normal 137.jpg,Normal,1,4.96473568028635,1.53836715745306,40.2725843820501,351.020485108052,11.7908088030507,84.0336208125783,38.2406656212994,280.187830526184,12.8608347317018,94.898897021247,11969.6092808729,518718.415183937,645.832529355177,31212.9998697551,23997.610353729,793332.050379208,870.287840572258,41244.0963247533,0.161638162004998,0.498340055966542,0.961275365415774,0.681304931640625,0.025115966796875,0.032318115234375,0.017486572265625,0.01507568359375,0.00860595703125,0.0036163330078125,0.000579833984375,0.0179290771484375,0.0228424072265625,0.020477294921875,0.0259552001953125,0.027252197265625,0.029571533203125,0.0330657958984375,0.0388031005859375,3.59470424501703,0.02469688,0.04774839,0.0329213,0.1078885,0.2646698,0.1897414,0.05459764,0.05938911,0.9307423,0.07446683,38.8360748291016,1.4241217584054,61.893203643345
C:\new project2\OS Collected Data\Normal\Normal 138.jpg,Normal,1,6.99158712959407,1.46680458223753,59.0854746027893,451.369231837575,21.4094981638836,142.048507047511,60.0905623584499,471.724773738585,18.4728541819113,114.448666664033,32266.9927423926,1058236.83766629,999.049370653235,45134.690469967,33479.6589355268,1362593.03205731,743.459942965174,29598.1066279221,0.272618313869666,0.202998467020771,0.94098445123556,0.351211547851562,0.05889892578125,0.0676422119140625,0.0771484375,0.03570556640625,0.0187530517578125,0.0025787353515625,0.0034332275390625,0.0610198974609375,0.0613861083984375,0.054473876953125,0.035430908203125,0.042236328125,0.0476226806640625,0.0309906005859375,0.0514678955078125,1.79505195501647,0.04725013,0.09847527,0.06748552,0.2225736,0.6371827,0.449317,0.1442538,0.1285834,0.5084006,0.1739977,75.8606109619141,0.508802135687494,71.8250347002563
C:\new project2\OS Collected Data\Normal\Normal 139.jpg,Normal,1,3.83084893916148,1.56465548677202,31.4435126366972,254.748566464557,10.5823030430851,52.1713101598178,13.5297724896704,75.4340910666479,10.9543711874062,58.5527607999631,5922.97195679662,268569.399183391,371.535160779939,9267.11412304423,1526.29594435894,49054.963336579,428.989896436059,14911.9057547944,0.0766470828527489,0.501170689282152,0.969854330794818,0.0213165283203125,0.6826171875,0.0422515869140625,0.0280914306640625,0.020355224609375,0.0100250244140625,0.005462646484375,0.00018310546875,0.01043701171875,0.0124359130859375,0.0185699462890625,0.0316162109375,0.0192108154296875,0.0237884521484375,0.023834228515625,0.0498046875,3.46287930907369,0.01633899,0.03554251,0.0255513,0.07788508,0.2131029,0.2045573,0.0463649,0.04647686,0.9473687,0.05174065,55.6967163085938,1.41040772505809,58.7717037347696
